n,msno,city,bd,gender,registered_via,registration_init_time,expiration_date,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel,count,discount,is_churn
9465,dla7TwkFmTShK4cFMiLjZMQFQeh4gfejXWPHR3CehL4=,1,0,,7,20131206,20171005,41,30,149,149,1,20151105,20151205,0,1,0,0
9466,dlTvMYj0oAxn6u2Fo4Q+klH+3hkR3jJ60SWNiapR1mc=,12,35,male,3,20160521,20170930,34,30,149,149,1,20161130,20161231,0,1,0,0
9467,yd5Wbi50ECfCjbMbymtNiS1VM3JmXa5r09TajZnGKpY=,1,0,,7,20140720,20170930,41,30,149,149,1,20150419,20150519,0,1,0,0
9468,fvIdx+YLOI3uhbLERhEKjX/kYM9ccprv87fpJzlXdcg=,1,0,,7,20160819,20170918,41,30,99,99,1,20160918,20161018,0,1,0,0
9469,vWbgDIc7PSHSRF4tLjUV4rT4jwhWiicG9mTZMIBvNks=,1,0,,7,20151009,20170909,41,30,99,99,1,20160509,20160609,0,1,0,0
9470,r+s2OwiCIDyxzWaGykZkF06n3dW6QuY5ZMlEqWtwWeo=,6,38,male,9,20050719,20171013,39,30,149,149,1,20151102,20151213,0,1,0,0
9471,ks+tpQKhVgziDKelKcx1a50iyxMR7KcQDWj+Vb3YKms=,13,22,male,9,20110829,20171005,38,30,149,149,0,20150307,20150407,0,1,0,0
9472,WvofJEQ2YL/HTwd9mnLJtvu5F+EdPW/fSQEK1veTr8A=,5,33,female,9,20140320,20171006,40,30,149,149,1,20150901,20151001,0,1,0,0
9473,QF/phFwECZs39qVn4gcgDK5355d8Z4UTTSVfVNQ4QoE=,22,27,female,9,20100822,20170930,31,0,0,149,1,20151031,20151130,0,1,0,0
9474,eSp24taJmU+8Ke3iGTDPFJfzlqj9Nxv4YE70vDr8twI=,17,36,female,9,20121210,20171017,37,31,149,149,1,20150209,20150310,0,1,0,0
9475,JChGbtBqljlPclhUzuusVQfGXufOiPp9a/rp8/+zYCQ=,1,0,,7,20130107,20171007,41,30,149,149,1,20150707,20150807,0,1,0,0
9476,jJfftvye+00vIis4/8wTMAa4440l+TYC4Hu1jpJw0OE=,1,0,,7,20140302,20171002,41,30,149,149,1,20160302,20160402,0,1,0,0
9477,tVV1fQoHi6D6fsPls5vSkg2CMpVyohVOohnpyIB86/A=,15,38,female,3,20141103,20170914,36,30,180,180,1,20170215,20170314,0,1,0,0
9478,oJthWJ9KvEgN4sCNFjJGVsxPntYXZt10TJUUDTPTR2Y=,13,28,male,7,20151118,20170930,41,30,99,99,1,20161125,20161225,0,1,0,0
9479,GnboeFMRUQKuRtVZYp4wZS56/oTno0LUv/fRQYdxYXE=,15,19,male,9,20150106,20170930,34,30,149,149,1,20160930,20161031,0,1,0,0
9480,SRzQYSrxeKG/6RHU22T6nsZJuCCsC8j+IejMRUoSqJI=,8,34,female,9,20110402,20170920,40,31,149,149,1,20150120,20150219,0,1,0,0
9481,wa5DRo5J3+HU9hN/VK6EO4XKnr7TBlm4yr+xveq0KFI=,22,30,male,9,20080918,20170921,34,30,149,149,1,20160531,20160630,0,1,0,0
9482,R1QBvXi5l8xA0cv9Ub79L9BJCyjFsEHNNRaAhJH7HOY=,1,0,,7,20151223,20170923,41,30,99,99,1,20160123,20160223,0,1,0,0
9483,fCubtSC7iFIwMBygQCyfxb8+qQ1qDFxcsYWgGp0geT8=,5,43,male,9,20061113,20170930,31,0,0,149,1,20150930,20151031,0,1,0,0
9484,9QlZ0+BbVrZA/cJaEiieiP/arLlEE34jt7Vt1Wkk8Y8=,1,0,,7,20101220,20171113,41,30,149,149,1,20160722,20161023,0,1,0,0
9485,yvmR+8g0f/wcoxxAgH1EYucIfVqalIpcrF03No6fyl8=,6,32,male,9,20060429,20171002,37,30,298,298,1,20151001,20150902,0,2,0,0
9486,jPxKUuptUKAVvBu5mBfliyuGebuH0EKnJTW4PDS8fe4=,1,0,,7,20130222,20170930,41,30,149,149,1,20160930,20161031,0,1,0,0
9487,xJ8+iizV75YfCbsG6nGs1CamGOFx0z/HYTuKUWAcP38=,1,0,,7,20130729,20170930,41,30,149,149,1,20150731,20150831,0,1,0,0
9488,nEKo/5CXg42FhbZuDFw/E+LrWpL7tAHeBT0X+060HkI=,13,43,female,9,20041107,20170912,36,30,150,150,0,20151217,20160116,0,1,0,0
9489,XRHzwRMaAV2BRodigSxCy/P+RSRwAjk2Ah7BcI2WVEE=,1,0,,7,20130208,20171007,41,30,149,149,1,20151107,20151207,0,1,0,0
9490,ecZQB0I+kKdneFXHq7A8ZFxkCAR9R/ATRKKXD3L6qqM=,13,0,,9,20140128,20171004,36,30,180,180,1,20160805,20160904,0,1,0,0
9491,XkjK6haniE7ZPoGwcOJOI3qhu+m28ZZi4wLgtNq0bdM=,18,32,male,9,20040331,20170930,34,30,149,149,1,20160630,20160731,0,1,0,0
9492,wDCGoj1b79Jna7njurceGNcnBb2c5m5ngMwcv6+Pum0=,1,0,,7,20150926,20170930,41,30,99,99,1,20160226,20160326,0,1,0,0
9493,2ufv51mo2H3uJVq0Efk5sChwEWi+Y6+TOEoWzIe+4o8=,1,0,,7,20131016,20170922,41,30,298,298,1,20161222,20151222,0,2,0,0
9494,TWF4gFVYhmXdsNvKgHgRwbO5eyQx8Nc7ot1gIBOGauw=,1,0,,7,20141125,20170909,41,30,149,149,1,20170209,20170309,0,1,0,0
9495,VMrqykVh6piefjiX55sEnPTbZOdfEtITOtGkjQBCLJY=,22,26,female,9,20041127,20171102,39,0,0,149,1,20150430,20150703,0,1,0,0
9496,2rYLSQTjs7vlCH1AhobkS17HjntwI3RVglxfMPQ8f7k=,11,24,female,4,20160409,20170923,36,30,180,180,1,20161023,20161122,0,1,0,0
9497,Gnd18ZOMSduSBMC/coYLs+weHTGiCdLlaZSqBmBUH1w=,1,0,,7,20120512,20170930,41,30,129,129,1,20160112,20160213,0,1,0,0
9498,fLQ45uZkMxpxF9RoCDrjWpo56QtxbS65/0qjxVLt8aQ=,5,27,male,9,20050814,20170930,34,30,149,149,1,20170131,20170228,0,1,0,0
9499,7eIAkMNqFGcmG7yNnrMEM/ED1OqKcYMzpfcmP83JEc8=,1,0,,7,20151215,20170915,41,30,99,99,1,20160115,20160215,0,1,0,0
9500,Xnf/EcT3sFbHEyoMycTsDPjS/Sd5cyv4F8UqdIHtFyI=,1,0,,7,20150421,20170920,41,30,149,119,1,20150920,20151020,0,1,30,0
9501,hSNfNtnhvM9j/JB3IMx6418VtYpfap9c+WioEr0bBHI=,4,32,male,3,20120415,20170917,40,30,149,149,1,20160712,20160811,0,1,0,0
9502,YPRqYy2PMtbD4ZJsdcP6lfIAE7LHmem1K1SmekvHeqY=,13,0,female,9,20160427,20170925,40,30,149,149,1,20161126,20161225,0,1,0,0
9503,d0BuR2Tkj2vhsSicroh6sNy0TpGCK8+3evH+0pmOcDk=,10,35,male,7,20111210,20170913,41,30,99,99,1,20160913,20161013,0,1,0,0
9504,38mKyVYKwTwCxnnd8oaClK6aXg7RGeceeVGtgop38xo=,1,0,,7,20161017,20170916,41,30,149,149,1,20170216,20170316,0,1,0,0
9505,eKWiPx2zdstq1wD2bhsNEomjsZTCDFelFnjCEZNKgdA=,1,0,,7,20111201,20171005,41,30,99,99,1,20161005,20161106,0,1,0,0
9506,raptuZwF3SoKsgzyitLl3UyIO1Y4gWO0lLZu4W7w+0U=,1,0,,7,20151117,20170916,41,30,99,99,1,20151117,20151216,0,1,0,0
9507,OtQ15zNJRj0TP/QxhaI8U+NVPtPP9csPobTrrplxFSU=,4,41,male,9,20090323,20171009,39,30,149,149,1,20150630,20150809,0,1,0,0
9508,Fj44BwNanv5eDfWudfTvaFcGLXEebKGAIiw9KHzsq8g=,1,0,,7,20150203,20170924,41,30,129,129,1,20150624,20150724,0,1,0,0
9509,FqWPne16D/StCuaJKFyMWVgfGx9Xh/3BOcV9omRmyRE=,1,0,,7,20130714,20170910,41,30,149,119,1,20150202,20150302,0,1,30,0
9510,z2A3xDT6Ic2odqPLyXvudeOHFOUVX8ClLQlXVvFC/oU=,15,37,male,9,20051026,20170823,37,30,149,149,1,20151023,20151123,0,1,0,0
9511,oilHuHykxZIXzmiwi1IVUNPBlEYa9aJtWYgaeNudDTk=,15,0,,9,20150520,20170921,40,30,149,149,1,20160722,20160821,0,1,0,0
9512,kfweWA9CNdq0asmXhoZ9s1bxMjYFPMWJHCtfR8e0Vmo=,13,31,male,3,20121030,20171008,39,31,149,149,1,20150131,20150308,0,1,0,0
9513,mJ7mR83beSu7OMScFST1a+n6D8yteoTkOKTYEbBvnRw=,21,37,male,9,20060217,20170930,34,30,149,149,1,20170131,20170228,0,1,0,0
9514,GkpFCahN4IENjMm3opDsRyaEHYEQSGHrDmlrQ3aBjXY=,13,28,,7,20111224,20171011,41,0,0,149,1,20150424,20150824,0,1,0,0
9515,l8DOXrDB6TOtLGrLXWq0likTBoKOHxFaPdcsmb9cyT0=,15,34,male,9,20060228,20170930,34,0,0,149,1,20150831,20150930,0,1,0,0
9516,MGxHFHVTxpkV+96OPrNkGQ1cAQ74CkqgRr73ZEOFcbY=,4,30,female,9,20060516,20170709,36,30,180,180,0,20161009,20161108,0,1,0,1
9517,z7mSGMQ+ExQGJQwtg3JE3KHPIn2YZXEBVB7NBmlNAHQ=,22,31,male,7,20110219,20170916,41,30,149,149,1,20160827,20160927,0,1,0,0
9518,7RvdNfUlbNJOJLlFYVXCO5XasU1gc5EHWkN91xx9oJY=,14,25,male,7,20140711,20170926,41,30,149,149,1,20161010,20161110,0,1,0,0
9519,ed/AcVUNOeK+hnybrEqQjx/Tb5I1h+nsNY/yBAY/nBI=,13,46,male,7,20160926,20170930,41,30,99,99,1,20161226,20170126,0,1,0,0
9520,BsMOXr4VLLExDrbln2GTh7d+qRGe7ctAsCLd5ua8RkM=,1,57,male,7,20120313,20170913,41,30,149,149,1,20151212,20160113,0,1,0,0
9521,x+IUB7+n2LleblIqFlr9bDFo7IeC/+nkdRfrnVLrVp0=,6,19,male,3,20141005,20170912,36,30,180,180,0,20170208,20170312,0,1,0,0
9522,DuNtXWYF3jiTJ+B3h+YalubN5wM5BDurQj0jep4dRXE=,5,35,female,4,20151116,20170917,38,14,0,0,0,20151116,20151203,0,1,0,0
9523,3WgJqmzjDwoBzQ/tvYtUT6rGcg7S0UZ0JVO+2jqqQx4=,1,0,,7,20151202,20171001,41,30,99,99,1,20151202,20160101,0,1,0,0
9524,FnnTRTEE42FJF+lbBNiL70+e0adgrKEqXoQ4XSwGNEw=,4,0,,7,20130209,20170910,41,0,0,149,1,20150508,20150608,0,1,0,0
9525,729VVBFCL4SoIMIzDaVHmHtkVODzWOhZFq2KfFi7k8I=,1,0,,7,20160508,20171007,41,30,99,99,1,20160508,20160607,0,1,0,0
9526,cfFUs4+dlI54ZRvz/xpHrjCnry+RSpuEz/YHnKXnYSg=,13,0,,9,20110910,20170917,40,30,149,149,1,20161117,20161217,0,1,0,0
9527,4DHVpJ9xkyovU9O+m0aFd/3Z0sieax6SqQov1qpqiCo=,1,0,,7,20150813,20170724,41,30,99,99,1,20161013,20161113,0,1,0,0
9528,3NEsvAAv4U89WPZ6KE0GDbK9dU0yl+hfATiw7qCJrTk=,1,0,,7,20160207,20171007,41,30,99,99,1,20170107,20170207,0,1,0,0
9529,rKpT+auRxlSbToj4p498y66NwhTozzYt1GYY/UgT8rE=,1,0,,7,20160310,20170909,41,30,149,149,1,20161110,20161110,1,1,0,0
9530,Mc7dRskQHShPHy0cdP3sZiTdCS+eEC3DXD20w1dHAbY=,1,0,,7,20161223,20170923,41,30,99,99,1,20161223,20170123,0,1,0,0
9531,PAgpjmExPfdXkfTrZe+Ho7eWxIXBXFLaQGkHHAeM8PA=,13,0,,9,20160104,20170226,40,30,149,149,1,20160227,20160326,0,1,0,1
9532,8/NIFGKRiIYbg6DbS/c53TPa4kCTYdJl0rqxzpQbkiY=,9,22,male,9,20110226,20170927,37,30,149,149,1,20170227,20170327,0,1,0,0
9533,4tt93C+pZUP9mnnHuq1A+q6x4TmSfLFjGS41RuonZ1E=,18,34,male,7,20111204,20160325,41,30,149,149,1,20160225,20160225,1,1,0,1
9534,9qdTjuSVfZTcLRG/UStWIXe9y3nQNsvmkLimVZ7cAmA=,14,22,male,9,20110103,20170919,33,30,149,149,1,20161130,20170223,0,1,0,0
9535,Z7KzJdqAfidWGD4Un0AxyuTFyx8AWB4hrapGVOJ8uUo=,22,15,male,7,20150730,20170921,41,30,99,99,1,20160229,20160331,0,1,0,0
9536,s/jMtZy/+qDSS26+9Xu7NiFJeMp1Po8DvfO3Z2TXH2M=,1,0,,7,20101106,20170921,41,30,129,129,1,20150105,20150206,0,1,0,0
9537,YVHRewH14x5i8Y4JqZnlQma8vlRTouUIb8eAxFRu4R4=,5,17,male,7,20150522,20170923,41,30,149,149,1,20160622,20160722,0,1,0,0
9538,S6iy7oJqLyS+IQgl7EFvyy2EIo7U8k7sw/aMG42KRpc=,1,0,,7,20160707,20171006,41,30,149,149,1,20161106,20161206,0,1,0,0
9539,e/pyM6QFhQCuQ90j5BmpA3OSQWop0LWr5jZ8MY2Mc54=,1,0,,7,20150315,20170910,41,30,99,99,1,20160822,20160922,0,1,0,0
9540,PxOZooDaNcROhERIx2BhbPG5xS69w/Fz7Hk36eG6HBM=,13,28,male,7,20160219,20170909,41,30,149,149,1,20170209,20170209,1,1,0,0
9541,y9YDZePs6mtK6aza6cU8dPgk8JdgAz/gk0CdkqGu6WQ=,1,0,,9,20160630,20170930,30,30,149,149,1,20161201,20161231,0,1,0,0
9542,mlmAuYpMO9N0JQ9CPfi9ssvwS6ZGjgUd5Elu8sUhIyY=,1,0,,9,20150131,20170421,30,30,149,149,1,20160201,20160229,0,1,0,0
9543,hR4t7iND7xTKB98hUyjug5T54czV4VllPxTR10jo95M=,15,0,,3,20130707,20170925,40,30,149,149,1,20160324,20160425,0,1,0,0
9544,8T/e0lu1gj7BTZVPLItuueqLpiM/BoiY2c9+1OjKeac=,10,22,male,9,20101219,20170507,39,30,149,149,1,20160831,20161007,0,1,0,0
9545,zXHuca2nRAnpcLSy2Ynq0f+K/5Exw9tVdWd784KuXIE=,6,32,male,7,20100526,20170930,41,30,129,129,1,20150525,20150626,0,1,0,0
9546,/Bhyw+yxB08kEinZvHN2P5Ed/7BgfxiOsWyUHMJTr0I=,9,36,male,7,20100621,20170913,41,30,99,99,1,20160913,20161014,0,1,0,0
9547,LTqlqIXsA3MH1OwJFoznjRIAp2kJO7zPxv56wtll7RI=,1,0,,7,20150801,20171001,41,30,99,99,1,20170101,20170201,0,1,0,0
9548,ag7wVQWQGcLvzeXs58JSsxjOLNY0K9fMW2jsQxs9t/4=,1,0,,7,20150102,20171001,41,30,149,149,1,20161101,20161201,0,1,0,0
9549,RBQ33316ivR1zsiyt0qUyjX2FX2VvT/nn2+8Cn5xpwM=,6,0,,9,20141026,20170927,40,30,149,149,1,20160628,20160727,0,1,0,0
9550,4Lkt8u7U8nQSO3zA1rlYYhwxgtXCkeVUQVhDQJ3yPHk=,1,0,,7,20140209,20170930,41,30,99,99,1,20160425,20160525,0,1,0,0
9551,JuHSiFY084uvB7m/gNmfMUIM0VlsjQzx6qZLjVPJT30=,5,19,male,3,20141024,20170808,38,30,149,149,0,20160605,20160705,0,1,0,1
9552,GTNaFno9y0AwzN5O6oKA+UhVsEvlvyE+Rrj+pp67f1Q=,8,26,female,9,20090905,20170909,40,0,0,149,1,20150510,20150609,0,1,0,0
9553,sNI3NF0eCSpP5J6RXsbFCqAqSM1Q6h9uOo+oPAqCkd4=,1,0,,7,20150815,20170814,41,30,99,99,1,20161015,20161115,0,1,0,0
9554,TlZoJlc7k3puQur7GhV/90fLADYQUqrRIFeq490WJo0=,6,27,female,7,20140831,20170911,41,30,149,149,1,20151010,20151110,0,1,0,0
9555,l/gS68KIsnxTsman9u2a6F3qOvnzDRfcTmCgPVGpTWM=,15,32,male,9,20040717,20170907,39,30,149,149,1,20151202,20160107,0,1,0,0
9556,9PkRXYqJlLw5mctUUJx1aTy1AeEHoU5wloLXDGoyV1I=,14,33,female,9,20081221,20170909,36,30,330,300,1,20160710,20160328,0,2,30,0
9557,HBzxZLdoPgIzE+yCQ3wLklc6ZqSdaDDjMQNQXIY+PTg=,1,0,,7,20111223,20170919,41,30,99,99,1,20170219,20170319,0,1,0,0
9558,cBUoi/8cz6eLN+uVTJ0LblT6DNSunR+s3HMKfKf8V2g=,1,0,,7,20120110,20171005,41,30,99,99,1,20160605,20160705,0,1,0,0
9559,JUVj0qnLKv7RSK/EQeibaacRE8Znb4ipheB17eqIDF4=,1,0,,7,20100415,20170923,41,30,149,149,1,20150819,20150819,1,1,0,0
9560,bueJBIry0zb/uDSPRWHcMlB5rW8HkQkCAtfh3aB0nbI=,11,28,male,3,20150215,20170924,40,30,149,149,1,20161224,20170124,0,1,0,0
9561,3UFmXAmvgxphwmkm94Pl3g6f4yzDar5FcJsGZz59Xb8=,13,35,male,9,20080328,20170713,34,30,149,149,1,20161031,20161130,0,1,0,0
9562,IzalnJCq0+rOsUlxYAkJ/JnxWfXruOiU4FgEdPwWdY0=,1,0,,7,20160329,20170930,41,30,99,99,1,20160329,20160430,0,1,0,0
9563,7wVuyjCElHdggWIrLDzaGbQwKZLNvRU//VRONTBxMLM=,22,26,female,9,20090217,20171016,39,30,149,149,1,20160930,20161116,0,1,0,0
9564,QtHhgZ/wUwExegF7YV/zR8Hpt8lERp9E9hJRSpcz7k0=,1,0,,7,20101126,20170930,41,30,149,149,1,20160913,20161013,0,1,0,0
9565,50G7o6yhyjrDxHsLI7r4f1Si+1aZwInv7oN0qM+B7ls=,5,21,male,7,20141114,20170930,41,30,99,99,1,20170228,20170331,0,1,0,0
9566,XtZOpCKeeJ1bQNEsnXHT681EyNTC/jOaPjAxg3uMQbI=,1,0,,9,20160602,20170709,38,30,149,149,0,20161206,20170105,0,1,0,1
9567,lGU7EviqFakVsxFLoFD/f/iL4NBusYkWo51ySJm6MFs=,5,36,female,7,20100918,20170920,41,30,129,129,1,20150417,20150519,0,1,0,0
9568,1k/E67tJREkp7LzJ0W5/Z9nsYfV/8syyYNu9M8XuMX8=,13,33,male,7,20130206,20171004,41,30,149,149,1,20151005,20151105,0,1,0,0
9569,CQL3ZRmtxumoyvfbNgJeFeCdyFQSaVY8ZnMvD7qAFEI=,18,22,male,9,20130705,20170902,38,90,477,477,0,20161111,20170209,0,1,0,0
9570,cU7Va93C+TG/ttZdWJM2/4XiPaRa8GgPB0FhPGiV9tg=,1,0,,4,20151218,20170906,35,7,0,0,0,20160728,20160902,0,1,0,0
9571,sGfjc5qtc5qPCv1hT3VOvIGTvTtH0ONtB1tYUiHT3c0=,13,30,,7,20101228,20171002,40,30,149,149,1,20160802,20160901,0,1,0,0
9572,ZZP0+R4pUFn499tphNBaPozo9Me/z7fFqeygmohGHr4=,1,0,,7,20110221,20170615,41,30,149,149,1,20160731,20160831,0,1,0,0
9573,NS3WldrSPMaWlC1eGYPUtILFl3xbakJ+KW6vRljr2VU=,1,0,,7,20150731,20170930,41,30,99,99,1,20161231,20170131,0,1,0,0
9574,3rmp6CFfh86D0x09RvHSCI2tFhnqgaTxGx0V2Ci81iQ=,1,0,,7,20140519,20170918,41,30,149,149,1,20150927,20151027,0,1,0,0
9575,5qqjQCfUsDzoJIevtKO6I2HJgHefkRw5zUQmsPgSQ34=,1,0,,7,20140515,20171015,41,30,149,119,1,20150514,20160514,0,1,30,0
9576,K3l4QKe4oNMbxuHjfpFAtrX9HpLI2H5sHaD8pcnYkZE=,21,32,female,9,20080430,20170910,40,30,149,149,1,20160810,20160910,0,1,0,0
9577,8bvNVowDCTFqdRRDcS//II+QhT1chwaGLtqmJOHNCwA=,1,0,,7,20110801,20170803,41,30,149,149,1,20161031,20161201,0,1,0,0
9578,LnvPyUE8WSY/Mmuclj1KM4rD8xoCwZGNkEgv/t0QeTs=,1,0,,7,20141110,20170909,41,30,149,149,1,20150409,20150509,0,1,0,0
9579,80yecCoW7GN0Dysiqy25eJKTnDkkwSvPPvUB3NgFHPk=,3,33,male,4,20161006,20171018,39,30,149,149,1,20161231,20170218,0,1,0,0
9580,iEPzR3ybU10DiFhZN5vFoSArNIpMZP2F94nVjGckAA8=,15,45,male,7,20110111,20170919,41,30,149,119,1,20150119,20150219,0,1,30,0
9581,1ghjFNH/Z6xrAr5G9IDZbpkvNV663imMflhkaAFwUkQ=,13,25,male,3,20160225,20170927,40,30,149,149,1,20170225,20170327,0,1,0,0
9582,qiYaE7EADCKJNbgJEpiGU+RvYazZLlFZtB7KunEk4CQ=,1,0,,7,20101001,20170917,41,30,149,149,1,20150423,20150423,1,1,0,0
9583,dnsuq6bfSz573WCexgDiaqtNyiwVoWwk9ANYjyfFfs4=,22,54,male,9,20091104,20170930,31,30,149,149,1,20151231,20160131,0,1,0,0
9584,8V5x9FYpxTaRDUkcR4iNbAK27jLzvfvl2ZFJ3ItUVds=,1,0,,7,20150610,20171001,41,30,99,99,1,20160901,20161001,0,1,0,0
9585,4dZbflkPuHL7T87Dl6uYQTdzcSqIlJpf2vmBvrO/TyQ=,5,37,male,7,20111216,20170921,41,30,298,298,1,20160425,20151026,0,2,0,0
9586,diRzTKqvmep7AIl0O9uTw4HWL+oCMw4QfW+jWn6tAyg=,4,20,female,9,20091117,20170915,38,30,149,149,0,20161226,20170125,0,1,0,0
9587,9bdGQmrhm4JiGIWOGV6lbWbwwKDD86ySV6ShMj3SCiU=,13,57,male,9,20051216,20170930,34,30,149,149,1,20160229,20160331,0,1,0,0
9588,c3BWrGPaIxCN+GAb2xIG7GFLxEBvQ62bm7+lue4XdZI=,22,27,male,9,20090302,20170930,33,30,149,149,1,20170228,20170331,0,1,0,0
9589,rRLU1Gwji9tNH/K1A5CFZXnXWNPleozVqKtUxZ0p9Ss=,1,0,,7,20151006,20171006,41,30,99,99,1,20151106,20151206,0,1,0,0
9590,oPHnfPu1M/Oc7YLL2Vrie1EzCmTFWDWfGYDdpJcuVCk=,1,0,,7,20160226,20170218,41,30,99,99,1,20160825,20160925,0,1,0,1
9591,Ly/AaMtcbL27q+ZWoOl/SpRoRB3PVjXi7iIFqHN8bLA=,13,26,female,9,20070619,20170930,34,30,149,149,1,20170131,20170228,0,1,0,0
9592,pePVYaEvYdXY/uEIBBHIBZVlJHo/nib/Y1YeHHeHSF4=,1,0,,7,20160305,20170304,41,30,99,99,1,20161005,20161105,0,1,0,0
9593,dOOykMyCNUJw6EOdKgnHife5T1/Mb5UKGSLaKe+c7FQ=,1,0,,7,20120113,20171007,41,30,119,119,1,20151207,20160107,0,1,0,0
9594,5F6bse1lbnBJeoPn3JldimnGoylALPv/0EOZITtbC5Y=,15,26,male,9,20110128,20170905,36,30,180,180,0,20160620,20160720,0,1,0,0
9595,+zSeXyOfsXtP48LrAoBJylNriw50GNafStCXspDOc14=,1,0,,7,20110918,20170923,41,30,149,119,1,20150226,20150327,0,1,30,0
9596,oJmVWafgNmnPHv7Ge816BDfIlnKkmaz+/gHNl2Wc+Dw=,9,42,male,9,20090723,20170918,40,30,149,149,1,20151217,20160116,0,1,0,0
9597,7tg1nvdhoD+DX9tlXcd/DqWbuODzgXfUxlXmfRciAYA=,1,0,,7,20131105,20171004,41,30,447,596,1,20160804,20150904,0,3,0,0
9598,vrLtxPBFrcPuVsG5idoWkGYNPcgyAK+gwK0SoWXXs5U=,15,38,female,9,20130221,20171007,39,30,149,149,1,20160131,20160307,0,1,0,0
9599,UD9ihqZ6hXGTXt7sdR9QP1NklH2h7Y/5l1JCRnuu9tM=,1,0,,7,20151004,20171003,41,30,99,99,1,20160603,20160703,0,1,0,0
9600,D80XKsT/k4Keo4i6izDsHFCaQziFYFEmLp1RI9OvXq0=,6,34,male,3,20131014,20171014,39,30,149,149,1,20170131,20170314,0,1,0,0
9601,julVKmCn22tKUUNIKJmGFsgFm6lCxtYeMtiVozJ7k14=,13,56,male,9,20090314,20170930,34,30,149,149,1,20160930,20161031,0,1,0,0
9602,XRulr8LdV1EJTuVN/v7WDc7M2YaJIeaJ4/nIZ1KKLSA=,5,26,male,7,20130302,20170930,41,30,129,129,1,20150922,20151022,0,1,0,0
9603,t4KwSerbBy6JU39jPVbtcWfAobWretsC8ZrJ9z03sY8=,9,23,male,3,20141227,20170918,39,30,149,149,1,20150731,20150915,0,1,0,0
9604,XorNhNO5YScRs5GBgu71ww0ptzEY7i+yiej/1InP1V0=,13,31,female,7,20110207,20170916,41,30,99,99,1,20161116,20161216,0,1,0,0
9605,l+VTRkAZ4iP/791rJv/p03uaq1GihAkFRplSb1A1nZg=,13,25,female,3,20131219,20170613,39,30,149,149,1,20160411,20160511,0,1,0,0
9606,l90Is21PUOGuftW4cAgYgozEhCCNeO3XEp6zvMgrQgE=,1,0,,7,20131206,20170913,41,30,99,99,1,20160913,20161013,0,1,0,0
9607,FZAUxjj5C2KSUX2N8ReqhS4h03WvSor/joUkZLyaKpo=,1,0,,7,20120617,20170930,41,30,298,298,1,20160716,20160618,0,2,0,0
9608,sn/aJQnU5a3vaFSdhYl6t/pVyXLpWYZniNURXSnOsnI=,13,23,male,9,20110123,20170710,40,30,149,149,1,20161202,20170101,1,1,0,0
9609,T77h7+h8hjpuSQbw2Ac6n7jM/39hhnQCuF82jzFyQks=,1,0,,7,20150622,20170917,41,30,149,149,1,20170117,20170217,0,1,0,0
9610,cDFlWn8aPksH/ATlREgn0wDlKPToMY58t6hMyOEHXlE=,1,0,,7,20131026,20170930,41,30,99,99,1,20151130,20151231,0,1,0,0
9611,UinpPj3s4QUFK3ncMMwhntntpDPyajMWN10WaykTvxs=,1,0,,7,20160325,20170930,41,30,99,99,1,20161025,20161125,0,1,0,0
9612,9qtG6ddDE/2Nz9fGw4w11U7MzXKsFHJs5TSpyzTJR5k=,1,0,,7,20160114,20170913,41,30,149,149,1,20170113,20170213,0,1,0,0
9613,FfHnR+iuljQZzg+FuS9MlqqZvIgIWZSE+NHW/BQ5L58=,1,0,,7,20111230,20170509,41,30,149,149,1,20170131,20170301,0,1,0,0
9614,ctKt9nDAwZcjd/SObT6HOIQIBUdmYFizkQ5NiL0RYTk=,6,33,female,9,20150207,20171006,40,30,149,149,1,20160901,20161006,0,1,0,0
9615,Ftk6Bfo19YCNoS2r5VqTVYK0DRi2peAf9w0nRDN1OMo=,13,28,female,9,20051022,20170820,39,30,149,149,1,20150930,20151120,0,1,0,0
9616,GIwS5wmrfcxe602Tjt+7JgUE11A/ktg8SvpIFI8gqwc=,13,21,male,9,20100531,20170908,37,30,149,149,1,20170108,20170205,1,1,0,0
9617,xv6qA6RpVYKVAy7dW4jrjC59BqS90xL0QlsNJxLBsE0=,6,31,female,9,20101125,20170405,39,30,149,149,1,20150630,20150805,0,1,0,0
9618,Wc0Ty6PuWNZsObKxlUvpt+qYEFIH280b3F+Onc2Uhtg=,1,0,,7,20140313,20170910,41,30,129,129,1,20150318,20150417,0,1,0,0
9619,A+7UvO1zkU8OkAyCfLLtBnyhGYd/AEJhimjx1EZGcCA=,5,22,male,9,20120923,20171006,40,30,149,149,1,20150720,20150819,0,1,0,0
9620,buIrSRtmeOhKEH9OP9CSqUvFUgM9A26RLL51MJQj2Sw=,1,0,,7,20150915,20170915,41,30,99,99,1,20160415,20160515,0,1,0,0
9621,lMqwcj4DYFu9H2WUtgjGokvgS+zkIdgX75px9kvaJcU=,1,0,,7,20130221,20171004,41,30,149,149,1,20160420,20160520,0,1,0,0
9622,9uPVtQbxltri5DtbHNGYoDwnfTUkshFJRP9iWF32bA0=,14,24,male,9,20100514,20170930,31,0,0,149,1,20151031,20151130,0,1,0,0
